,2035,2040,2050
09SEP18:00,47,32,49
09SEP19:00,47,27,49
09SEP20:00,47,27,49
09SEP21:00,47,26,49
09SEP22:00,47,26,49
09SEP23:00,46,26,49
10SEP00:00,46,26,45
10SEP01:00,46,27,45
10SEP02:00,46,27,45
10SEP03:00,46,27,45
10SEP04:00,46,27,45
10SEP05:00,47,27,45
10SEP06:00,46,27,45
10SEP07:00,46,3,42
10SEP08:00,44,2,38
10SEP09:00,36,2,35
10SEP10:00,35,2,35
10SEP11:00,35,2,35
10SEP12:00,35,2,35
10SEP13:00,35,2,35
10SEP14:00,35,2,35
10SEP15:00,37,26,38
10SEP16:00,45,43,43
10SEP17:00,46,45,45
10SEP18:00,46,45,45
10SEP19:00,46,45,45
10SEP20:00,46,45,45
10SEP21:00,46,45,45
10SEP22:00,46,44,45
10SEP23:00,46,45,45
11SEP00:00,46,45,45
11SEP01:00,46,45,45
11SEP02:00,46,45,45
11SEP03:00,46,45,45
11SEP04:00,46,45,45
11SEP05:00,46,45,45
11SEP06:00,46,45,45
11SEP07:00,46,44,42
11SEP08:00,44,36,40
11SEP09:00,43,32,40
11SEP10:00,43,32,40
11SEP11:00,43,32,40
11SEP12:00,43,32,40
11SEP13:00,43,32,40
11SEP14:00,44,32,40
11SEP15:00,45,34,42
11SEP16:00,46,44,44
11SEP17:00,47,45,46
11SEP18:00,47,45,46
11SEP19:00,47,45,46
11SEP20:00,47,45,46
11SEP21:00,46,45,46
11SEP22:00,46,44,45
11SEP23:00,46,44,45
12SEP00:00,46,45,46
12SEP01:00,46,45,46
12SEP02:00,47,45,46
12SEP03:00,47,45,46
12SEP04:00,47,45,46
12SEP05:00,47,45,46
12SEP06:00,47,45,46
12SEP07:00,47,43,45
12SEP08:00,46,37,42
12SEP09:00,45,34,42
12SEP10:00,45,34,42
12SEP11:00,44,34,42
12SEP12:00,44,34,42
12SEP13:00,45,34,42
12SEP14:00,45,35,42
12SEP15:00,45,43,42
12SEP16:00,46,44,45
12SEP17:00,47,45,46
12SEP18:00,47,45,46
12SEP19:00,47,45,46
12SEP20:00,47,45,46
12SEP21:00,47,45,46
12SEP22:00,46,45,46
12SEP23:00,46,45,46
13SEP00:00,46,42,46
13SEP01:00,46,43,46
13SEP02:00,46,43,46
13SEP03:00,46,43,46
13SEP04:00,47,43,46
13SEP05:00,47,43,46
13SEP06:00,47,43,45
13SEP07:00,46,43,43
13SEP08:00,35,41,36
13SEP09:00,35,39,36
13SEP10:00,35,39,35
13SEP11:00,35,39,36
13SEP12:00,35,39,36
13SEP13:00,35,39,36
13SEP14:00,35,39,36
13SEP15:00,35,40,41
13SEP16:00,44,43,43
13SEP17:00,46,43,45
13SEP18:00,46,43,45
13SEP19:00,46,43,45
13SEP20:00,46,43,45
13SEP21:00,46,43,45
13SEP22:00,46,43,45
13SEP23:00,46,43,45
14SEP00:00,43,43,43
14SEP01:00,43,43,43
14SEP02:00,43,43,43
14SEP03:00,43,43,43
14SEP04:00,43,43,43
14SEP05:00,43,43,43
14SEP06:00,43,43,43
14SEP07:00,43,41,40
14SEP08:00,34,31,33
14SEP09:00,32,31,32
14SEP10:00,32,31,32
14SEP11:00,32,31,32
14SEP12:00,32,31,32
14SEP13:00,32,31,32
14SEP14:00,32,31,32
14SEP15:00,32,32,32
14SEP16:00,37,40,39
14SEP17:00,37,43,41
14SEP18:00,37,43,41
14SEP19:00,37,43,41
14SEP20:00,37,43,41
14SEP21:00,37,43,40
14SEP22:00,35,42,40
14SEP23:00,35,42,40
15SEP00:00,35,42,40
15SEP01:00,35,43,40
15SEP02:00,35,43,40
15SEP03:00,37,43,41
15SEP04:00,37,43,41
15SEP05:00,37,43,41
15SEP06:00,37,43,40
15SEP07:00,32,41,37
15SEP08:00,32,32,32
15SEP09:00,32,31,32
15SEP10:00,32,31,32
15SEP11:00,32,31,32
15SEP12:00,32,31,32
15SEP13:00,32,31,33
15SEP14:00,35,31,38
15SEP15:00,39,31,40
15SEP16:00,43,36,43
15SEP17:00,43,39,43
15SEP18:00,43,39,43
15SEP19:00,43,39,43
15SEP20:00,43,38,43
15SEP21:00,43,38,43
15SEP22:00,43,37,43
15SEP23:00,43,38,43
16SEP00:00,43,38,43
16SEP01:00,43,38,43
16SEP02:00,43,38,43
16SEP03:00,43,39,43
16SEP04:00,43,39,43
16SEP05:00,43,39,42
16SEP06:00,41,38,40
16SEP07:00,35,32,38
16SEP08:00,33,31,35
16SEP09:00,32,31,32
16SEP10:00,32,31,32
16SEP11:00,32,31,32
16SEP12:00,32,31,32
16SEP13:00,32,31,32
16SEP14:00,32,32,32
16SEP15:00,32,40,34
16SEP16:00,37,42,40
16SEP17:00,43,43,42
16SEP18:00,43,43,42
16SEP19:00,42,43,41
16SEP20:00,42,43,41
16SEP21:00,41,43,41
16SEP22:00,40,43,41
16SEP23:00,41,43,41
17SEP00:00,43,43,42
17SEP01:00,43,43,42
17SEP02:00,43,43,43
17SEP03:00,43,42,43
17SEP04:00,43,42,43
17SEP05:00,43,41,43
17SEP06:00,43,40,43
17SEP07:00,43,33,42
17SEP08:00,43,32,40
17SEP09:00,43,31,40
17SEP10:00,43,31,40
17SEP11:00,43,31,40
17SEP12:00,43,31,40
17SEP13:00,43,31,40
17SEP14:00,43,31,41
17SEP15:00,48,31,43
17SEP16:00,92,35,54
17SEP17:00,96,42,56
17SEP18:00,96,42,56
17SEP19:00,96,42,56
17SEP20:00,96,41,56
17SEP21:00,95,41,56
17SEP22:00,95,40,56
17SEP23:00,95,41,56
18SEP00:00,96,42,56
18SEP01:00,96,42,56
18SEP02:00,96,42,56
18SEP03:00,96,42,56
18SEP04:00,96,42,56
18SEP05:00,96,42,56
18SEP06:00,96,42,56
18SEP07:00,94,42,55
18SEP08:00,70,42,46
18SEP09:00,53,41,44
18SEP10:00,53,41,44
18SEP11:00,53,41,43
18SEP12:00,53,41,44
18SEP13:00,53,42,44
18SEP14:00,67,43,45
18SEP15:00,77,45,52
18SEP16:00,96,62,56
18SEP17:00,98,64,56
18SEP18:00,96,64,56
18SEP19:00,96,64,56
18SEP20:00,95,64,56
18SEP21:00,94,63,56
18SEP22:00,92,63,55
18SEP23:00,92,63,55
19SEP00:00,92,64,56
19SEP01:00,93,64,56
19SEP02:00,93,64,56
19SEP03:00,94,64,56
19SEP04:00,96,64,56
19SEP05:00,96,64,56
19SEP06:00,96,64,56
19SEP07:00,92,62,52
19SEP08:00,69,49,44
19SEP09:00,52,46,43
19SEP10:00,52,46,43
19SEP11:00,51,46,43
19SEP12:00,52,46,43
19SEP13:00,52,46,43
19SEP14:00,59,46,44
19SEP15:00,83,60,52
19SEP16:00,98,63,58
19SEP17:00,98,63,58
19SEP18:00,98,63,58
19SEP19:00,98,63,58
19SEP20:00,98,63,58
19SEP21:00,98,62,58
19SEP22:00,95,62,58
19SEP23:00,93,61,57
20SEP00:00,94,62,58
20SEP01:00,94,62,58
20SEP02:00,98,62,58
20SEP03:00,98,63,58
20SEP04:00,98,63,58
20SEP05:00,98,63,58
20SEP06:00,98,63,58
20SEP07:00,91,61,52
20SEP08:00,67,47,43
20SEP09:00,49,45,42
20SEP10:00,48,45,42
20SEP11:00,48,45,42
20SEP12:00,48,45,42
20SEP13:00,48,45,42
20SEP14:00,50,46,43
20SEP15:00,75,60,45
20SEP16:00,94,68,55
20SEP17:00,94,68,55
20SEP18:00,94,68,55
20SEP19:00,94,68,55
20SEP20:00,94,68,55
20SEP21:00,94,68,55
20SEP22:00,94,66,55
20SEP23:00,94,64,55
21SEP00:00,94,68,55
21SEP01:00,94,68,55
21SEP02:00,94,68,55
21SEP03:00,94,68,55
21SEP04:00,94,68,55
21SEP05:00,94,68,55
21SEP06:00,93,68,52
21SEP07:00,67,61,44
21SEP08:00,47,46,42
21SEP09:00,37,44,41
21SEP10:00,37,42,41
21SEP11:00,37,42,41
21SEP12:00,37,42,41
21SEP13:00,37,42,41
21SEP14:00,37,45,41
21SEP15:00,47,52,42
21SEP16:00,49,62,45
21SEP17:00,49,62,45
21SEP18:00,49,62,45
21SEP19:00,49,62,45
21SEP20:00,49,62,45
21SEP21:00,49,62,45
21SEP22:00,49,62,45
21SEP23:00,48,62,45
22SEP00:00,51,62,43
22SEP01:00,51,62,43
22SEP02:00,51,62,43
22SEP03:00,50,62,43
22SEP04:00,51,62,43
22SEP05:00,50,62,43
22SEP06:00,50,60,39
22SEP07:00,16,46,38
22SEP08:00,3,43,36
22SEP09:00,1,36,22
22SEP10:00,1,35,22
22SEP11:00,1,35,22
22SEP12:00,1,35,22
22SEP13:00,1,35,22
22SEP14:00,1,35,22
22SEP15:00,3,43,37
22SEP16:00,16,45,38
22SEP17:00,16,45,39
22SEP18:00,16,45,39
22SEP19:00,16,45,39
22SEP20:00,16,45,39
22SEP21:00,16,45,39
22SEP22:00,16,45,39
22SEP23:00,16,45,39
23SEP00:00,16,44,39
23SEP01:00,16,43,39
23SEP02:00,16,43,39
23SEP03:00,16,43,39
23SEP04:00,16,43,39
23SEP05:00,16,43,39
23SEP06:00,16,39,39
23SEP07:00,15,32,38
23SEP08:00,11,4,36
23SEP09:00,2,4,22
23SEP10:00,2,4,22
23SEP11:00,1,4,22
23SEP12:00,1,4,22
23SEP13:00,2,4,22
23SEP14:00,2,4,24
23SEP15:00,12,5,38
23SEP16:00,42,32,39
23SEP17:00,51,32,42
23SEP18:00,51,32,42
23SEP19:00,51,32,42
23SEP20:00,51,32,42
23SEP21:00,51,32,42
23SEP22:00,51,32,42
23SEP23:00,51,32,42
24SEP00:00,51,32,43
24SEP01:00,51,32,43
24SEP02:00,51,32,43
24SEP03:00,51,32,43
24SEP04:00,51,32,43
24SEP05:00,51,32,43
24SEP06:00,51,32,43
24SEP07:00,51,32,41
24SEP08:00,50,4,39
24SEP09:00,36,4,39
24SEP10:00,31,4,39
24SEP11:00,31,4,39
24SEP12:00,31,4,39
24SEP13:00,31,4,39
24SEP14:00,31,4,39
24SEP15:00,46,30,40
24SEP16:00,53,38,46
24SEP17:00,74,44,51
24SEP18:00,74,44,51
24SEP19:00,74,44,51
24SEP20:00,74,44,51
24SEP21:00,74,44,50
24SEP22:00,69,43,50
24SEP23:00,69,43,50
25SEP00:00,74,44,51
25SEP01:00,74,44,51
25SEP02:00,74,44,51
25SEP03:00,74,44,51
25SEP04:00,74,44,51
25SEP05:00,74,44,51
25SEP06:00,74,44,51
25SEP07:00,69,43,46
25SEP08:00,52,39,41
25SEP09:00,51,33,40
25SEP10:00,51,33,40
25SEP11:00,51,33,40
25SEP12:00,51,33,40
25SEP13:00,51,33,40
25SEP14:00,52,33,41
25SEP15:00,69,39,43
25SEP16:00,92,45,51
25SEP17:00,92,51,52
25SEP18:00,92,51,52
25SEP19:00,92,51,52
25SEP20:00,92,51,52
25SEP21:00,92,51,52
25SEP22:00,92,51,52
25SEP23:00,92,51,52
26SEP00:00,91,51,52
26SEP01:00,91,51,52
26SEP02:00,91,51,52
26SEP03:00,91,51,52
26SEP04:00,91,51,52
26SEP05:00,91,51,52
26SEP06:00,91,51,52
26SEP07:00,86,49,49
26SEP08:00,56,43,42
26SEP09:00,51,39,41
26SEP10:00,50,39,41
26SEP11:00,50,39,41
26SEP12:00,51,39,41
26SEP13:00,51,39,41
26SEP14:00,63,39,42
26SEP15:00,86,44,48
26SEP16:00,92,52,53
26SEP17:00,93,53,53
26SEP18:00,94,53,53
26SEP19:00,92,53,53
26SEP20:00,92,53,53
26SEP21:00,92,53,53
26SEP22:00,92,53,53
26SEP23:00,92,53,53
27SEP00:00,92,53,53
27SEP01:00,92,53,53
27SEP02:00,92,53,53
27SEP03:00,92,53,53
27SEP04:00,92,53,53
27SEP05:00,92,53,53
27SEP06:00,92,53,53
27SEP07:00,86,51,48
27SEP08:00,54,43,41
27SEP09:00,47,39,39
27SEP10:00,42,38,38
27SEP11:00,42,38,38
27SEP12:00,42,39,38
27SEP13:00,42,39,38
27SEP14:00,42,41,39
27SEP15:00,49,51,42
27SEP16:00,86,61,49
27SEP17:00,86,61,49
27SEP18:00,86,61,49
27SEP19:00,86,61,49
27SEP20:00,86,61,49
27SEP21:00,86,61,49
27SEP22:00,86,60,49
27SEP23:00,86,60,49
28SEP00:00,85,58,49
28SEP01:00,81,58,49
28SEP02:00,81,58,48
28SEP03:00,81,58,49
28SEP04:00,86,58,49
28SEP05:00,86,58,49
28SEP06:00,86,58,47
28SEP07:00,49,46,40
28SEP08:00,46,42,39
28SEP09:00,40,37,37
28SEP10:00,38,33,37
28SEP11:00,38,32,37
28SEP12:00,38,32,37
28SEP13:00,38,33,37
28SEP14:00,38,33,37
28SEP15:00,40,41,39
28SEP16:00,48,48,45
28SEP17:00,48,50,45
28SEP18:00,48,50,45
28SEP19:00,48,50,45
28SEP20:00,48,50,45
28SEP21:00,48,50,45
28SEP22:00,48,46,45
28SEP23:00,48,45,45
29SEP00:00,47,45,45
29SEP01:00,47,44,45
29SEP02:00,47,44,45
29SEP03:00,48,44,45
29SEP04:00,48,45,45
29SEP05:00,48,46,45
29SEP06:00,48,45,45
29SEP07:00,48,42,41
29SEP08:00,43,35,39
29SEP09:00,39,32,39
29SEP10:00,39,32,39
29SEP11:00,39,32,39
29SEP12:00,39,32,39
29SEP13:00,39,32,39
29SEP14:00,45,32,39
29SEP15:00,48,35,40
29SEP16:00,63,42,48
29SEP17:00,85,42,51
29SEP18:00,85,42,51
29SEP19:00,85,42,51
29SEP20:00,85,41,51
29SEP21:00,85,40,51
29SEP22:00,85,42,51
29SEP23:00,85,42,51
30SEP00:00,86,40,52
30SEP01:00,86,40,52
30SEP02:00,86,40,52
30SEP03:00,86,41,52
30SEP04:00,86,42,52
30SEP05:00,86,42,52
30SEP06:00,71,42,52
30SEP07:00,54,40,46
30SEP08:00,51,35,43
30SEP09:00,49,32,43
30SEP10:00,49,32,43
30SEP11:00,49,32,43
30SEP12:00,49,32,43
30SEP13:00,49,32,43
30SEP14:00,49,32,43
30SEP15:00,50,40,44
30SEP16:00,53,50,50
30SEP17:00,65,53,51
30SEP18:00,65,53,50
30SEP19:00,52,53,50
30SEP20:00,49,53,50
30SEP21:00,48,53,45
30SEP22:00,48,53,45
30SEP23:00,47,53,44
01OCT00:00,47,53,45
01OCT01:00,46,53,44
01OCT02:00,46,53,44
01OCT03:00,46,53,44
01OCT04:00,48,53,45
01OCT05:00,48,53,44
01OCT06:00,48,53,44
01OCT07:00,45,44,42
01OCT08:00,18,42,34
01OCT09:00,17,42,32
01OCT10:00,17,42,32
01OCT11:00,17,42,32
01OCT12:00,17,42,32
01OCT13:00,17,42,32
01OCT14:00,17,42,32
01OCT15:00,18,44,39
01OCT16:00,46,50,43
01OCT17:00,49,51,46
01OCT18:00,50,50,47
01OCT19:00,50,50,46
01OCT20:00,51,49,46
01OCT21:00,50,43,46
01OCT22:00,49,43,46
01OCT23:00,51,42,46
02OCT00:00,55,42,49
02OCT01:00,55,41,50
02OCT02:00,55,41,50
02OCT03:00,61,41,50
02OCT04:00,62,42,50
02OCT05:00,62,42,50
02OCT06:00,62,42,50
02OCT07:00,62,35,49
02OCT08:00,49,32,43
02OCT09:00,48,32,42
02OCT10:00,48,32,42
02OCT11:00,48,32,42
02OCT12:00,48,32,42
02OCT13:00,48,32,42
02OCT14:00,48,32,43
02OCT15:00,52,32,50
02OCT16:00,87,40,52
02OCT17:00,87,46,52
02OCT18:00,87,46,52
02OCT19:00,87,46,52
02OCT20:00,87,44,52
02OCT21:00,87,44,52
02OCT22:00,62,44,51
02OCT23:00,49,45,48
03OCT00:00,48,49,46
03OCT01:00,46,49,45
03OCT02:00,45,50,44
03OCT03:00,28,50,44
03OCT04:00,25,51,44
03OCT05:00,21,52,43
03OCT06:00,19,52,41
03OCT07:00,16,50,34
03OCT08:00,1,44,29
03OCT09:00,0,43,1
03OCT10:00,0,43,1
03OCT11:00,0,43,1
03OCT12:00,0,43,1
03OCT13:00,0,43,1
03OCT14:00,0,44,1
03OCT15:00,1,49,24
03OCT16:00,16,59,29
03OCT17:00,16,59,29
03OCT18:00,16,59,29
03OCT19:00,16,59,29
03OCT20:00,16,59,29
03OCT21:00,16,59,29
03OCT22:00,16,50,29
03OCT23:00,16,48,29
04OCT00:00,16,46,32
04OCT01:00,16,44,32
04OCT02:00,16,42,32
04OCT03:00,16,40,32
04OCT04:00,16,40,32
04OCT05:00,16,40,32
04OCT06:00,16,38,32
04OCT07:00,1,36,32
04OCT08:00,1,34,1
04OCT09:00,0,1,1
04OCT10:00,0,1,1
04OCT11:00,0,1,1
04OCT12:00,0,1,1
04OCT13:00,0,1,1
04OCT14:00,1,1,1
04OCT15:00,1,1,32
04OCT16:00,16,36,39
04OCT17:00,48,36,42
04OCT18:00,48,36,42
04OCT19:00,48,36,42
04OCT20:00,48,36,42
04OCT21:00,48,36,42
04OCT22:00,48,36,41
04OCT23:00,48,36,42
05OCT00:00,48,36,43
05OCT01:00,49,36,43
05OCT02:00,51,36,44
05OCT03:00,65,36,51
05OCT04:00,72,36,51
05OCT05:00,84,36,51
05OCT06:00,90,36,51
05OCT07:00,85,8,51
05OCT08:00,67,1,44
05OCT09:00,66,1,44
05OCT10:00,66,1,44
05OCT11:00,66,1,44
05OCT12:00,66,1,44
05OCT13:00,67,1,44
05OCT14:00,87,1,50
05OCT15:00,96,28,53
05OCT16:00,96,36,53
05OCT17:00,96,40,53
05OCT18:00,96,40,53
05OCT19:00,96,40,53
05OCT20:00,93,38,53
05OCT21:00,87,38,53
05OCT22:00,70,38,52
05OCT23:00,63,38,51
06OCT00:00,51,44,46
06OCT01:00,50,44,45
06OCT02:00,50,45,45
06OCT03:00,49,51,45
06OCT04:00,50,58,45
06OCT05:00,50,58,45
06OCT06:00,49,58,43
06OCT07:00,48,54,41
06OCT08:00,30,46,40
06OCT09:00,27,46,39
06OCT10:00,23,46,39
06OCT11:00,23,46,39
06OCT12:00,23,46,39
06OCT13:00,23,46,39
06OCT14:00,23,55,39
06OCT15:00,27,63,41
06OCT16:00,33,63,42
06OCT17:00,27,63,42
06OCT18:00,25,63,41
06OCT19:00,22,63,39
06OCT20:00,20,63,39
06OCT21:00,17,61,39
06OCT22:00,17,56,39
06OCT23:00,17,50,39
07OCT00:00,17,47,39
07OCT01:00,17,46,39
07OCT02:00,18,45,39
07OCT03:00,18,45,39
07OCT04:00,18,46,39
07OCT05:00,18,46,39
07OCT06:00,20,45,39
07OCT07:00,17,41,39
07OCT08:00,17,38,38
07OCT09:00,17,36,38
07OCT10:00,17,36,38
07OCT11:00,17,36,38
07OCT12:00,17,36,38
07OCT13:00,17,36,39
07OCT14:00,40,36,40
07OCT15:00,48,38,42
07OCT16:00,64,39,50
07OCT17:00,64,39,50
07OCT18:00,64,38,50
07OCT19:00,64,36,50
07OCT20:00,64,36,50
07OCT21:00,64,36,50
07OCT22:00,60,36,50
07OCT23:00,56,36,50
08OCT00:00,53,38,48
08OCT01:00,52,38,48
08OCT02:00,52,38,47
08OCT03:00,52,38,47
08OCT04:00,53,38,47
08OCT05:00,55,38,47
08OCT06:00,56,38,47
08OCT07:00,52,38,46
08OCT08:00,49,38,44
08OCT09:00,47,38,43
08OCT10:00,47,38,43
08OCT11:00,47,38,43
08OCT12:00,47,38,43
08OCT13:00,47,38,43
08OCT14:00,47,38,44
08OCT15:00,50,40,46
08OCT16:00,77,50,50
08OCT17:00,77,52,50
08OCT18:00,77,52,50
08OCT19:00,77,52,50
08OCT20:00,72,52,50
08OCT21:00,71,52,49
08OCT22:00,71,51,48
08OCT23:00,71,51,48
09OCT00:00,71,51,49
09OCT01:00,71,50,49
09OCT02:00,71,49,49
09OCT03:00,71,49,50
09OCT04:00,77,51,50
09OCT05:00,77,51,50
09OCT06:00,77,51,50
09OCT07:00,77,47,49
09OCT08:00,66,44,47
09OCT09:00,63,42,46
09OCT10:00,63,42,46
09OCT11:00,63,42,46
09OCT12:00,63,42,46
09OCT13:00,63,42,46
09OCT14:00,71,42,47
09OCT15:00,89,47,55
09OCT16:00,108,53,55
09OCT17:00,95,53,55
09OCT18:00,89,53,55
09OCT19:00,89,53,55
09OCT20:00,86,51,53
09OCT21:00,72,50,51
09OCT22:00,67,50,50
09OCT23:00,67,50,50
10OCT00:00,67,50,50
10OCT01:00,67,50,50
10OCT02:00,67,50,50
10OCT03:00,67,51,51
10OCT04:00,71,53,51
10OCT05:00,71,55,51
10OCT06:00,71,59,51
10OCT07:00,71,53,49
10OCT08:00,67,47,47
10OCT09:00,67,47,47
10OCT10:00,67,47,47
10OCT11:00,67,47,47
10OCT12:00,67,47,47
10OCT13:00,67,47,47
10OCT14:00,67,48,48
10OCT15:00,71,62,50
10OCT16:00,84,62,54
10OCT17:00,90,62,55
10OCT18:00,90,62,55
10OCT19:00,90,62,55
10OCT20:00,90,61,55
10OCT21:00,90,59,55
10OCT22:00,90,52,55
10OCT23:00,86,51,54
11OCT00:00,88,51,55
11OCT01:00,88,51,55
11OCT02:00,86,51,55
11OCT03:00,86,52,55
11OCT04:00,90,54,55
11OCT05:00,90,54,55
11OCT06:00,90,54,55
11OCT07:00,79,52,52
11OCT08:00,51,47,46
11OCT09:00,49,47,44
11OCT10:00,49,47,44
11OCT11:00,49,47,44
11OCT12:00,49,47,44
11OCT13:00,49,47,44
11OCT14:00,50,47,45
11OCT15:00,52,51,47
11OCT16:00,63,61,47
11OCT17:00,55,62,47
11OCT18:00,52,62,47
11OCT19:00,50,62,47
11OCT20:00,49,62,45
11OCT21:00,48,62,44
11OCT22:00,46,61,44
11OCT23:00,46,61,44
12OCT00:00,49,62,43
12OCT01:00,49,62,43
12OCT02:00,49,62,43
12OCT03:00,49,62,43
12OCT04:00,49,62,44
12OCT05:00,51,62,45
12OCT06:00,52,62,45
12OCT07:00,51,60,43
12OCT08:00,49,47,42
12OCT09:00,46,45,40
12OCT10:00,46,45,39
12OCT11:00,44,45,38
12OCT12:00,44,45,36
12OCT13:00,44,45,38
12OCT14:00,44,45,39
12OCT15:00,49,47,42
12OCT16:00,52,48,44
12OCT17:00,56,47,45
12OCT18:00,56,47,45
12OCT19:00,56,46,45
12OCT20:00,56,45,45
12OCT21:00,56,45,45
12OCT22:00,55,44,45
12OCT23:00,55,44,44
13OCT00:00,55,42,44
13OCT01:00,55,42,44
13OCT02:00,55,42,44
13OCT03:00,55,42,45
13OCT04:00,55,43,45
13OCT05:00,56,45,45
13OCT06:00,56,45,45
13OCT07:00,55,45,43
13OCT08:00,49,42,42
13OCT09:00,47,42,42
13OCT10:00,47,41,42
13OCT11:00,46,41,42
13OCT12:00,46,41,42
13OCT13:00,47,41,42
13OCT14:00,49,41,42
13OCT15:00,51,42,43
13OCT16:00,59,45,50
13OCT17:00,68,46,52
13OCT18:00,68,46,52
13OCT19:00,68,46,52
13OCT20:00,68,46,52
13OCT21:00,68,46,52
13OCT22:00,68,45,51
13OCT23:00,67,45,52
14OCT00:00,68,45,52
14OCT01:00,68,45,52
14OCT02:00,68,45,52
14OCT03:00,68,45,52
14OCT04:00,68,46,52
14OCT05:00,68,46,52
14OCT06:00,68,46,52
14OCT07:00,58,44,49
14OCT08:00,51,42,43
14OCT09:00,49,42,42
14OCT10:00,49,42,42
14OCT11:00,49,42,42
14OCT12:00,49,42,42
14OCT13:00,49,42,42
14OCT14:00,49,42,42
14OCT15:00,52,43,44
14OCT16:00,58,49,51
14OCT17:00,69,56,52
14OCT18:00,69,56,52
14OCT19:00,62,56,52
14OCT20:00,58,56,51
14OCT21:00,58,55,50
14OCT22:00,58,55,50
14OCT23:00,58,55,50
15OCT00:00,58,55,51
15OCT01:00,58,55,51
15OCT02:00,67,56,51
15OCT03:00,70,56,52
15OCT04:00,70,56,52
15OCT05:00,70,56,52
15OCT06:00,70,56,52
15OCT07:00,70,49,50
15OCT08:00,56,43,46
15OCT09:00,52,42,46
15OCT10:00,54,42,46
15OCT11:00,54,42,46
15OCT12:00,54,42,46
15OCT13:00,54,42,46
15OCT14:00,55,42,47
15OCT15:00,58,45,49
15OCT16:00,70,50,52
15OCT17:00,70,56,52
15OCT18:00,70,55,52
15OCT19:00,70,54,52
15OCT20:00,70,53,52
15OCT21:00,70,50,52
15OCT22:00,70,50,52
15OCT23:00,69,50,51
16OCT00:00,60,50,49
16OCT01:00,50,50,49
16OCT02:00,49,52,48
16OCT03:00,48,56,49
16OCT04:00,49,58,49
16OCT05:00,49,59,49
16OCT06:00,49,59,48
16OCT07:00,48,52,46
16OCT08:00,45,47,45
16OCT09:00,44,47,45
16OCT10:00,44,47,45
16OCT11:00,44,47,45
16OCT12:00,44,47,45
16OCT13:00,44,47,45
16OCT14:00,44,47,45
16OCT15:00,44,49,45
16OCT16:00,46,58,46
16OCT17:00,47,59,47
16OCT18:00,47,59,47
16OCT19:00,47,59,47
16OCT20:00,46,59,46
16OCT21:00,45,59,46
16OCT22:00,45,56,45
16OCT23:00,45,50,45
17OCT00:00,45,50,46
17OCT01:00,45,49,46
17OCT02:00,45,48,46
17OCT03:00,47,48,47
17OCT04:00,49,49,48
17OCT05:00,50,49,48
17OCT06:00,55,49,48
17OCT07:00,50,47,48
17OCT08:00,48,45,46
17OCT09:00,47,44,45
17OCT10:00,47,44,46
17OCT11:00,47,44,45
17OCT12:00,47,44,45
17OCT13:00,47,44,46
17OCT14:00,49,44,47
17OCT15:00,86,45,53
17OCT16:00,112,47,119
17OCT17:00,112,48,127
17OCT18:00,112,48,127
17OCT19:00,112,47,127
17OCT20:00,107,47,127
17OCT21:00,106,47,127
17OCT22:00,105,45,127
17OCT23:00,105,45,127
18OCT00:00,112,45,127
18OCT01:00,112,45,127
18OCT02:00,112,45,127
18OCT03:00,112,46,127
18OCT04:00,112,47,127
18OCT05:00,112,48,127
18OCT06:00,112,48,127
18OCT07:00,112,48,127
18OCT08:00,98,46,90
18OCT09:00,86,45,90
18OCT10:00,86,45,90
18OCT11:00,86,45,90
18OCT12:00,86,45,90
18OCT13:00,86,46,90
18OCT14:00,88,47,90
18OCT15:00,121,74,126
18OCT16:00,124,118,126
18OCT17:00,124,118,126
18OCT18:00,124,118,126
18OCT19:00,124,118,126
18OCT20:00,124,118,126
18OCT21:00,120,118,126
18OCT22:00,115,111,126
18OCT23:00,99,111,124
19OCT00:00,98,118,123
19OCT01:00,98,118,104
19OCT02:00,98,118,102
19OCT03:00,98,118,99
19OCT04:00,99,118,100
19OCT05:00,104,118,99
19OCT06:00,105,118,103
19OCT07:00,102,118,59
19OCT08:00,78,88,50
19OCT09:00,67,78,47
19OCT10:00,67,78,47
19OCT11:00,67,78,47
19OCT12:00,67,78,47
19OCT13:00,67,78,47
19OCT14:00,70,78,49
19OCT15:00,93,125,55
19OCT16:00,93,125,63
19OCT17:00,93,125,63
19OCT18:00,93,125,63
19OCT19:00,93,125,63
19OCT20:00,93,125,63
19OCT21:00,93,125,63
19OCT22:00,90,120,52
19OCT23:00,70,102,51
20OCT00:00,50,101,50
20OCT01:00,50,101,50
20OCT02:00,50,101,50
20OCT03:00,52,100,52
20OCT04:00,54,101,52
20OCT05:00,54,101,52
20OCT06:00,51,107,50
20OCT07:00,47,96,46
20OCT08:00,47,60,45
20OCT09:00,40,50,44
20OCT10:00,32,50,44
20OCT11:00,30,50,44
20OCT12:00,30,50,44
20OCT13:00,32,50,44
20OCT14:00,47,51,45
20OCT15:00,47,75,45
20OCT16:00,47,75,47
20OCT17:00,47,75,47
20OCT18:00,47,75,47
20OCT19:00,47,75,47
20OCT20:00,47,75,46
20OCT21:00,47,75,46
20OCT22:00,47,75,46
20OCT23:00,47,61,46
21OCT00:00,47,48,46
21OCT01:00,47,48,47
21OCT02:00,47,48,47
21OCT03:00,47,49,47
21OCT04:00,47,49,47
21OCT05:00,47,49,47
21OCT06:00,47,48,47
21OCT07:00,47,45,45
21OCT08:00,47,43,45
