,2035,2040,2050
25MAR03:00,49,5,46
25MAR04:00,47,5,46
25MAR05:00,45,5,46
25MAR06:00,4,5,38
25MAR07:00,1,3,15
25MAR08:00,1,2,12
25MAR09:00,1,1,12
25MAR10:00,1,1,12
25MAR11:00,1,1,12
25MAR12:00,1,1,12
25MAR13:00,1,1,12
25MAR14:00,2,2,19
25MAR15:00,5,2,37
25MAR16:00,46,4,46
25MAR17:00,54,49,50
25MAR18:00,65,50,51
25MAR19:00,66,50,51
25MAR20:00,66,50,51
25MAR21:00,66,50,51
25MAR22:00,65,50,51
25MAR23:00,63,50,51
26MAR00:00,61,50,51
26MAR01:00,62,50,51
26MAR02:00,63,48,51
26MAR03:00,63,46,51
26MAR04:00,63,43,51
26MAR05:00,63,42,51
26MAR06:00,63,21,51
26MAR07:00,62,3,48
26MAR08:00,38,2,43
26MAR09:00,5,2,5
26MAR10:00,4,2,5
26MAR11:00,3,2,5
26MAR12:00,3,2,5
26MAR13:00,3,2,5
26MAR14:00,3,3,5
26MAR15:00,4,6,5
26MAR16:00,21,37,42
26MAR17:00,21,57,42
26MAR18:00,21,60,42
26MAR19:00,21,60,42
26MAR20:00,21,60,42
26MAR21:00,20,60,42
26MAR22:00,20,60,42
26MAR23:00,20,59,39
27MAR00:00,20,58,42
27MAR01:00,20,58,42
27MAR02:00,20,59,42
27MAR03:00,21,59,42
27MAR04:00,21,59,42
27MAR05:00,21,59,42
27MAR06:00,21,59,42
27MAR07:00,21,57,20
27MAR08:00,2,40,2
27MAR09:00,1,4,1
27MAR10:00,1,3,1
27MAR11:00,1,2,1
27MAR12:00,1,2,1
27MAR13:00,1,2,1
27MAR14:00,1,2,1
27MAR15:00,1,4,2
27MAR16:00,4,18,38
27MAR17:00,58,18,47
27MAR18:00,59,18,48
27MAR19:00,59,18,48
27MAR20:00,58,18,48
27MAR21:00,58,17,48
27MAR22:00,57,17,47
27MAR23:00,57,17,48
28MAR00:00,58,17,48
28MAR01:00,58,17,48
28MAR02:00,58,17,48
28MAR03:00,58,18,48
28MAR04:00,59,18,48
28MAR05:00,59,18,48
28MAR06:00,59,18,48
28MAR07:00,58,14,46
28MAR08:00,56,2,44
28MAR09:00,54,1,44
28MAR10:00,54,1,44
28MAR11:00,53,1,44
28MAR12:00,54,1,44
28MAR13:00,54,1,44
28MAR14:00,56,1,45
28MAR15:00,57,1,47
28MAR16:00,63,4,49
28MAR17:00,67,53,51
28MAR18:00,67,54,51
28MAR19:00,67,54,51
28MAR20:00,67,54,51
28MAR21:00,65,54,51
28MAR22:00,65,53,51
28MAR23:00,64,53,50
29MAR00:00,65,54,51
29MAR01:00,65,54,51
29MAR02:00,65,54,51
29MAR03:00,66,54,51
29MAR04:00,67,54,51
29MAR05:00,67,54,51
29MAR06:00,67,54,51
29MAR07:00,67,53,51
29MAR08:00,63,51,48
29MAR09:00,63,42,48
29MAR10:00,63,42,48
29MAR11:00,63,41,48
29MAR12:00,63,42,48
29MAR13:00,63,42,48
29MAR14:00,63,49,50
29MAR15:00,68,53,51
29MAR16:00,92,55,55
29MAR17:00,100,59,75
29MAR18:00,100,59,75
29MAR19:00,100,59,75
29MAR20:00,100,58,75
29MAR21:00,100,58,75
29MAR22:00,100,57,75
29MAR23:00,100,56,75
30MAR00:00,78,57,76
30MAR01:00,77,57,72
30MAR02:00,77,58,60
30MAR03:00,77,59,58
30MAR04:00,77,59,54
30MAR05:00,78,59,53
30MAR06:00,73,59,52
30MAR07:00,60,59,47
30MAR08:00,53,55,39
30MAR09:00,19,55,5
30MAR10:00,9,55,5
30MAR11:00,9,55,4
30MAR12:00,9,55,4
30MAR13:00,9,55,5
30MAR14:00,10,55,5
30MAR15:00,42,57,38
30MAR16:00,57,68,45
30MAR17:00,62,96,48
30MAR18:00,62,96,48
30MAR19:00,62,96,48
30MAR20:00,62,96,48
30MAR21:00,62,96,48
30MAR22:00,62,96,48
30MAR23:00,62,96,48
31MAR00:00,62,95,48
31MAR01:00,62,90,48
31MAR02:00,62,87,48
31MAR03:00,62,87,48
31MAR04:00,62,63,48
31MAR05:00,62,62,48
31MAR06:00,59,60,46
31MAR07:00,52,54,38
31MAR08:00,14,44,4
31MAR09:00,1,16,1
31MAR10:00,1,16,1
31MAR11:00,1,16,1
31MAR12:00,1,16,1
31MAR13:00,1,16,1
31MAR14:00,1,16,1
31MAR15:00,13,23,19
31MAR16:00,55,52,43
31MAR17:00,60,54,47
31MAR18:00,61,54,47
31MAR19:00,60,54,47
31MAR20:00,60,54,47
31MAR21:00,60,54,47
31MAR22:00,59,54,47
31MAR23:00,59,54,47
01APR00:00,59,57,47
01APR01:00,59,57,47
01APR02:00,59,57,47
01APR03:00,58,57,47
01APR04:00,58,57,47
01APR05:00,58,57,47
01APR06:00,57,56,47
01APR07:00,52,42,39
01APR08:00,21,1,36
01APR09:00,2,1,2
01APR10:00,1,1,2
01APR11:00,1,1,2
01APR12:00,1,1,2
01APR13:00,1,1,2
01APR14:00,3,1,3
01APR15:00,16,2,36
01APR16:00,54,45,44
01APR17:00,57,57,47
01APR18:00,58,57,47
01APR19:00,57,57,47
01APR20:00,57,57,47
01APR21:00,57,57,47
01APR22:00,57,57,47
01APR23:00,57,57,47
02APR00:00,56,57,46
02APR01:00,56,57,46
02APR02:00,56,57,46
02APR03:00,56,57,46
02APR04:00,57,57,47
02APR05:00,57,57,47
02APR06:00,57,56,46
02APR07:00,52,44,43
02APR08:00,16,21,33
02APR09:00,1,2,0
02APR10:00,0,1,0
02APR11:00,0,1,0
02APR12:00,0,1,0
02APR13:00,0,1,0
02APR14:00,0,2,0
02APR15:00,2,22,21
02APR16:00,54,45,44
02APR17:00,59,56,51
02APR18:00,62,56,51
02APR19:00,62,56,51
02APR20:00,61,56,51
02APR21:00,60,56,50
02APR22:00,59,56,50
02APR23:00,59,55,50
03APR00:00,79,55,51
03APR01:00,79,55,52
03APR02:00,80,55,52
03APR03:00,82,56,52
03APR04:00,82,56,52
03APR05:00,82,56,52
03APR06:00,82,56,52
03APR07:00,79,44,51
03APR08:00,60,21,47
03APR09:00,42,1,31
03APR10:00,42,0,31
03APR11:00,42,0,31
03APR12:00,42,0,31
03APR13:00,42,0,31
03APR14:00,43,0,38
03APR15:00,61,3,50
03APR16:00,81,46,54
03APR17:00,92,58,57
03APR18:00,95,58,57
03APR19:00,92,58,57
03APR20:00,92,58,57
03APR21:00,92,58,57
03APR22:00,91,57,56
03APR23:00,91,58,56
04APR00:00,91,58,56
04APR01:00,91,59,56
04APR02:00,91,59,56
04APR03:00,92,59,57
04APR04:00,92,59,57
04APR05:00,92,60,57
04APR06:00,91,59,55
04APR07:00,76,58,51
04APR08:00,59,46,46
04APR09:00,40,39,31
04APR10:00,38,39,31
04APR11:00,38,39,31
04APR12:00,38,39,31
04APR13:00,38,39,31
04APR14:00,38,41,31
04APR15:00,44,52,45
04APR16:00,59,60,50
04APR17:00,79,62,51
04APR18:00,79,63,51
04APR19:00,79,62,51
04APR20:00,79,62,51
04APR21:00,79,62,51
04APR22:00,75,61,51
04APR23:00,75,61,51
05APR00:00,79,61,51
05APR01:00,79,61,51
05APR02:00,79,62,51
05APR03:00,79,62,51
05APR04:00,79,62,51
05APR05:00,79,62,51
05APR06:00,79,62,51
05APR07:00,76,58,51
05APR08:00,60,46,47
05APR09:00,43,25,35
05APR10:00,43,24,32
05APR11:00,43,22,32
05APR12:00,43,23,32
05APR13:00,43,24,32
05APR14:00,43,24,32
05APR15:00,47,44,47
05APR16:00,79,54,52
05APR17:00,90,58,53
05APR18:00,91,58,53
05APR19:00,90,58,53
05APR20:00,90,58,53
05APR21:00,90,57,53
05APR22:00,81,57,52
05APR23:00,81,57,52
06APR00:00,81,59,53
06APR01:00,81,59,53
06APR02:00,81,59,53
06APR03:00,81,60,53
06APR04:00,81,60,53
06APR05:00,84,60,53
06APR06:00,81,60,52
06APR07:00,62,58,49
06APR08:00,42,53,33
06APR09:00,14,45,8
06APR10:00,11,37,8
06APR11:00,11,37,8
06APR12:00,11,37,8
06APR13:00,11,37,8
06APR14:00,13,38,9
06APR15:00,42,48,31
06APR16:00,44,59,48
06APR17:00,47,61,49
06APR18:00,48,61,49
06APR19:00,45,61,48
06APR20:00,44,61,48
06APR21:00,44,61,48
06APR22:00,43,61,47
06APR23:00,43,61,47
07APR00:00,50,61,46
07APR01:00,50,61,46
07APR02:00,50,61,46
07APR03:00,50,61,47
07APR04:00,51,61,47
07APR05:00,51,61,47
07APR06:00,50,61,46
07APR07:00,34,58,39
07APR08:00,3,45,2
07APR09:00,1,7,2
07APR10:00,1,7,2
07APR11:00,1,7,2
07APR12:00,1,7,2
07APR13:00,1,7,2
07APR14:00,3,31,5
07APR15:00,27,46,41
07APR16:00,51,48,45
07APR17:00,53,49,47
07APR18:00,53,49,47
07APR19:00,53,49,47
07APR20:00,53,49,47
07APR21:00,53,48,47
07APR22:00,52,47,47
07APR23:00,52,47,47
08APR00:00,51,46,46
08APR01:00,50,46,46
08APR02:00,50,46,45
08APR03:00,50,47,45
08APR04:00,50,47,45
08APR05:00,50,47,44
08APR06:00,6,46,41
08APR07:00,2,36,2
08APR08:00,1,3,1
08APR09:00,1,1,1
08APR10:00,1,1,1
08APR11:00,1,1,1
08APR12:00,1,1,1
08APR13:00,1,1,1
08APR14:00,1,2,1
08APR15:00,1,36,2
08APR16:00,4,47,39
08APR17:00,51,48,45
08APR18:00,52,48,46
08APR19:00,52,48,45
08APR20:00,52,48,45
08APR21:00,52,48,45
08APR22:00,51,48,44
08APR23:00,51,47,45
09APR00:00,52,47,46
09APR01:00,52,46,46
09APR02:00,52,46,47
09APR03:00,53,46,47
09APR04:00,54,46,47
09APR05:00,55,46,47
09APR06:00,54,34,47
09APR07:00,52,2,45
09APR08:00,44,1,41
09APR09:00,5,1,4
09APR10:00,5,1,4
09APR11:00,5,1,4
09APR12:00,5,1,4
09APR13:00,5,1,4
09APR14:00,5,1,4
09APR15:00,44,1,42
09APR16:00,53,7,45
09APR17:00,55,47,47
09APR18:00,55,48,47
09APR19:00,55,48,47
09APR20:00,53,47,47
09APR21:00,52,47,46
09APR22:00,50,47,44
09APR23:00,50,47,44
10APR00:00,50,47,45
10APR01:00,50,48,45
10APR02:00,50,48,45
10APR03:00,50,49,46
10APR04:00,52,49,47
10APR05:00,52,49,46
10APR06:00,50,49,43
10APR07:00,27,48,38
10APR08:00,1,38,2
10APR09:00,1,16,1
10APR10:00,1,7,1
10APR11:00,1,6,1
10APR12:00,1,6,1
10APR13:00,1,6,1
10APR14:00,1,8,1
10APR15:00,1,37,2
10APR16:00,44,47,43
10APR17:00,52,48,46
10APR18:00,52,48,46
10APR19:00,51,48,45
10APR20:00,50,48,45
10APR21:00,50,47,45
10APR22:00,50,46,44
10APR23:00,50,46,44
11APR00:00,51,47,46
11APR01:00,51,47,46
11APR02:00,51,48,46
11APR03:00,51,48,46
11APR04:00,51,48,47
11APR05:00,51,48,46
11APR06:00,51,46,45
11APR07:00,38,22,19
11APR08:00,10,1,2
11APR09:00,2,1,2
11APR10:00,2,1,2
11APR11:00,2,1,2
11APR12:00,2,1,2
11APR13:00,2,1,2
11APR14:00,11,1,2
11APR15:00,39,1,25
11APR16:00,54,40,48
11APR17:00,69,50,52
11APR18:00,69,50,52
11APR19:00,69,50,52
11APR20:00,69,50,51
11APR21:00,69,48,51
11APR22:00,68,48,51
11APR23:00,69,48,51
12APR00:00,69,50,52
12APR01:00,70,50,52
12APR02:00,70,50,52
12APR03:00,70,50,52
12APR04:00,71,50,53
12APR05:00,71,50,52
12APR06:00,70,50,52
12APR07:00,55,23,46
12APR08:00,42,1,25
12APR09:00,24,1,9
12APR10:00,21,1,9
12APR11:00,21,1,9
12APR12:00,21,1,9
12APR13:00,21,1,9
12APR14:00,25,1,10
12APR15:00,38,42,26
12APR16:00,54,54,48
12APR17:00,73,59,53
12APR18:00,73,59,53
12APR19:00,73,59,52
12APR20:00,70,59,52
12APR21:00,70,59,52
12APR22:00,70,58,52
12APR23:00,70,58,52
13APR00:00,72,59,53
13APR01:00,72,59,53
13APR02:00,73,59,53
13APR03:00,73,59,53
13APR04:00,73,60,53
13APR05:00,73,60,53
13APR06:00,73,59,52
13APR07:00,58,57,50
13APR08:00,45,42,25
13APR09:00,33,13,24
13APR10:00,32,13,24
13APR11:00,32,13,24
13APR12:00,32,13,24
13APR13:00,32,13,24
13APR14:00,32,18,24
13APR15:00,42,43,27
13APR16:00,56,55,50
13APR17:00,72,60,55
13APR18:00,77,60,55
13APR19:00,72,60,55
13APR20:00,72,59,55
13APR21:00,72,59,55
13APR22:00,70,59,54
13APR23:00,70,59,54
14APR00:00,70,60,54
14APR01:00,70,60,55
14APR02:00,70,60,55
14APR03:00,72,60,55
14APR04:00,72,60,55
14APR05:00,72,60,55
14APR06:00,63,60,52
14APR07:00,54,58,46
14APR08:00,40,46,25
14APR09:00,7,24,8
14APR10:00,6,24,8
14APR11:00,6,24,8
14APR12:00,6,24,8
14APR13:00,6,24,8
14APR14:00,27,24,23
14APR15:00,40,47,25
14APR16:00,52,58,44
14APR17:00,57,60,51
14APR18:00,61,60,51
14APR19:00,57,60,51
14APR20:00,57,60,51
14APR21:00,55,60,51
14APR22:00,54,60,51
14APR23:00,54,60,51
15APR00:00,49,60,51
15APR01:00,49,60,51
15APR02:00,49,60,51
15APR03:00,49,60,51
15APR04:00,49,60,51
15APR05:00,48,60,46
15APR06:00,43,59,34
15APR07:00,32,57,28
15APR08:00,1,43,2
15APR09:00,0,2,1
15APR10:00,0,2,1
15APR11:00,0,2,1
15APR12:00,0,2,1
15APR13:00,0,2,1
15APR14:00,0,25,1
15APR15:00,1,43,2
15APR16:00,20,52,25
15APR17:00,33,58,31
15APR18:00,33,58,31
15APR19:00,33,58,31
15APR20:00,32,58,31
15APR21:00,32,58,30
15APR22:00,32,58,29
15APR23:00,32,58,31
16APR00:00,33,49,31
16APR01:00,33,49,31
16APR02:00,33,49,31
16APR03:00,33,49,31
16APR04:00,33,49,31
16APR05:00,33,47,31
16APR06:00,32,42,29
16APR07:00,30,30,18
16APR08:00,1,1,1
16APR09:00,0,0,1
16APR10:00,0,0,1
16APR11:00,0,0,1
16APR12:00,0,0,1
16APR13:00,0,0,1
16APR14:00,0,1,1
16APR15:00,29,1,24
16APR16:00,32,28,30
16APR17:00,42,31,32
16APR18:00,42,31,32
16APR19:00,42,31,32
16APR20:00,42,30,32
16APR21:00,42,29,32
16APR22:00,40,29,32
16APR23:00,39,30,32
17APR00:00,42,31,32
17APR01:00,42,31,32
17APR02:00,42,31,32
17APR03:00,42,31,32
17APR04:00,42,31,32
17APR05:00,42,31,32
17APR06:00,42,29,32
17APR07:00,32,4,25
17APR08:00,27,1,3
17APR09:00,2,1,2
17APR10:00,1,1,2
17APR11:00,1,1,2
17APR12:00,1,1,2
17APR13:00,1,1,2
17APR14:00,2,1,2
17APR15:00,32,22,25
17APR16:00,40,31,31
17APR17:00,47,39,35
17APR18:00,48,39,36
17APR19:00,48,39,35
17APR20:00,48,39,35
17APR21:00,48,39,35
17APR22:00,47,38,35
17APR23:00,47,39,36
18APR00:00,48,39,45
18APR01:00,48,39,46
18APR02:00,49,39,46
18APR03:00,49,39,46
18APR04:00,49,39,46
18APR05:00,50,39,46
18APR06:00,49,39,44
18APR07:00,48,29,35
18APR08:00,45,3,32
18APR09:00,38,1,31
18APR10:00,37,1,31
18APR11:00,37,1,31
18APR12:00,37,1,31
18APR13:00,37,1,31
18APR14:00,37,1,31
18APR15:00,44,29,33
18APR16:00,48,38,37
18APR17:00,52,46,51
18APR18:00,54,47,51
18APR19:00,52,47,51
18APR20:00,52,47,51
18APR21:00,50,47,51
18APR22:00,50,47,50
18APR23:00,49,47,50
19APR00:00,60,48,51
19APR01:00,60,49,51
19APR02:00,60,49,51
19APR03:00,60,49,51
19APR04:00,60,49,51
19APR05:00,60,49,51
19APR06:00,55,49,50
19APR07:00,44,46,10
19APR08:00,36,43,3
19APR09:00,18,38,3
19APR10:00,18,37,3
19APR11:00,18,36,3
19APR12:00,18,36,3
19APR13:00,18,36,3
19APR14:00,33,36,4
19APR15:00,43,41,9
19APR16:00,55,47,51
19APR17:00,86,50,55
19APR18:00,87,51,55
19APR19:00,86,50,55
19APR20:00,85,50,55
19APR21:00,83,50,54
19APR22:00,83,50,54
19APR23:00,83,49,54
20APR00:00,86,50,54
20APR01:00,87,50,55
20APR02:00,87,50,55
20APR03:00,87,50,55
20APR04:00,87,50,55
20APR05:00,87,50,55
20APR06:00,85,49,52
20APR07:00,55,42,42
20APR08:00,41,34,4
20APR09:00,27,29,2
20APR10:00,26,29,2
20APR11:00,26,29,2
20APR12:00,26,29,2
20APR13:00,26,29,2
20APR14:00,30,29,4
20APR15:00,43,43,7
20APR16:00,55,49,50
20APR17:00,57,60,51
20APR18:00,58,60,51
20APR19:00,57,60,51
20APR20:00,57,60,51
20APR21:00,56,59,51
20APR22:00,56,59,51
20APR23:00,55,59,51
21APR00:00,55,59,51
21APR01:00,55,60,51
21APR02:00,55,60,51
21APR03:00,56,60,51
21APR04:00,56,60,51
21APR05:00,55,60,51
21APR06:00,48,59,49
21APR07:00,41,52,6
21APR08:00,9,41,1
21APR09:00,5,15,1
21APR10:00,5,15,1
21APR11:00,5,15,1
21APR12:00,5,15,1
21APR13:00,5,15,1
21APR14:00,8,33,1
21APR15:00,34,48,1
21APR16:00,44,53,8
21APR17:00,50,54,51
21APR18:00,52,54,51
21APR19:00,52,54,51
21APR20:00,51,54,51
21APR21:00,51,54,51
21APR22:00,51,54,51
21APR23:00,51,54,51
22APR00:00,50,54,51
22APR01:00,50,54,51
22APR02:00,49,54,51
22APR03:00,49,54,51
22APR04:00,49,54,50
22APR05:00,48,54,50
22APR06:00,40,52,41
22APR07:00,8,46,1
22APR08:00,1,12,1
22APR09:00,0,3,1
22APR10:00,0,3,1
22APR11:00,0,3,1
22APR12:00,0,3,1
22APR13:00,0,3,1
22APR14:00,0,12,1
22APR15:00,4,35,1
22APR16:00,12,50,2
22APR17:00,43,54,48
22APR18:00,51,54,51
22APR19:00,51,54,51
22APR20:00,51,54,51
22APR21:00,50,54,51
22APR22:00,49,54,51
22APR23:00,49,54,51
23APR00:00,56,54,52
23APR01:00,56,54,52
23APR02:00,57,54,52
23APR03:00,57,54,52
23APR04:00,57,54,52
23APR05:00,57,52,52
23APR06:00,57,46,52
23APR07:00,54,5,48
23APR08:00,52,1,43
23APR09:00,45,1,42
23APR10:00,45,1,42
23APR11:00,44,1,42
23APR12:00,44,1,42
23APR13:00,45,1,42
23APR14:00,45,1,43
23APR15:00,53,3,45
23APR16:00,57,18,51
23APR17:00,67,50,55
23APR18:00,76,54,55
23APR19:00,67,54,55
23APR20:00,67,54,55
23APR21:00,66,54,55
23APR22:00,61,54,53
23APR23:00,57,54,52
24APR00:00,57,54,52
24APR01:00,57,54,51
24APR02:00,57,54,51
24APR03:00,57,54,51
24APR04:00,60,54,52
24APR05:00,58,54,51
24APR06:00,54,54,45
24APR07:00,47,53,41
24APR08:00,5,50,27
24APR09:00,1,41,2
24APR10:00,1,41,2
24APR11:00,1,41,2
24APR12:00,1,41,2
24APR13:00,1,41,2
24APR14:00,1,45,2
24APR15:00,2,51,28
24APR16:00,40,55,41
24APR17:00,51,60,42
24APR18:00,52,60,43
24APR19:00,50,60,42
24APR20:00,48,60,42
24APR21:00,42,60,42
24APR22:00,40,58,39
24APR23:00,39,56,39
25APR00:00,39,56,41
25APR01:00,40,56,41
25APR02:00,40,55,41
25APR03:00,41,56,42
25APR04:00,42,56,42
25APR05:00,42,55,41
25APR06:00,5,52,31
25APR07:00,1,44,2
25APR08:00,0,15,1
25APR09:00,0,2,0
25APR10:00,0,2,0
25APR11:00,0,2,0
25APR12:00,0,1,0
25APR13:00,0,2,0
25APR14:00,0,2,1
25APR15:00,1,14,22
25APR16:00,40,42,41
25APR17:00,52,50,44
25APR18:00,55,50,45
25APR19:00,55,49,45
25APR20:00,54,48,45
25APR21:00,53,46,45
25APR22:00,52,44,44
25APR23:00,52,43,44
26APR00:00,53,40,44
26APR01:00,53,40,45
26APR02:00,54,41,45
26APR03:00,55,41,45
26APR04:00,56,42,45
26APR05:00,56,41,45
26APR06:00,54,2,45
26APR07:00,53,1,43
26APR08:00,48,1,34
26APR09:00,14,0,30
26APR10:00,14,0,30
26APR11:00,14,0,30
26APR12:00,14,0,30
26APR13:00,14,0,30
26APR14:00,14,1,30
26APR15:00,40,2,41
26APR16:00,51,34,44
26APR17:00,52,44,45
26APR18:00,53,45,45
26APR19:00,53,45,45
26APR20:00,52,45,45
26APR21:00,52,45,45
26APR22:00,50,44,44
26APR23:00,50,44,43
27APR00:00,50,45,44
27APR01:00,50,45,44
27APR02:00,50,45,44
27APR03:00,51,45,45
27APR04:00,51,45,45
27APR05:00,51,45,45
27APR06:00,50,45,43
27APR07:00,47,44,39
27APR08:00,35,34,32
27APR09:00,1,10,28
27APR10:00,1,10,28
27APR11:00,1,10,28
27APR12:00,1,10,28
27APR13:00,1,10,28
27APR14:00,2,10,31
27APR15:00,36,36,36
27APR16:00,47,44,38
27APR17:00,50,45,43
27APR18:00,51,45,44
27APR19:00,51,45,44
27APR20:00,51,45,44
27APR21:00,51,44,44
27APR22:00,51,44,44
27APR23:00,51,44,44
28APR00:00,51,44,44
28APR01:00,50,44,43
28APR02:00,50,44,43
28APR03:00,50,44,43
28APR04:00,50,45,43
28APR05:00,49,44,42
28APR06:00,48,44,42
28APR07:00,39,41,37
28APR08:00,3,26,28
28APR09:00,2,2,3
28APR10:00,1,2,3
28APR11:00,1,2,3
28APR12:00,1,2,3
28APR13:00,1,2,3
28APR14:00,1,4,3
28APR15:00,2,31,4
28APR16:00,39,41,37
28APR17:00,49,44,44
28APR18:00,52,45,47
28APR19:00,52,45,47
28APR20:00,52,45,48
28APR21:00,52,45,48
28APR22:00,52,45,49
28APR23:00,52,44,49
29APR00:00,52,44,49
29APR01:00,52,44,49
29APR02:00,52,44,49
29APR03:00,52,44,49
29APR04:00,52,44,49
29APR05:00,52,43,49
29APR06:00,52,42,49
29APR07:00,50,34,45
29APR08:00,41,3,39
29APR09:00,39,2,38
29APR10:00,38,2,38
29APR11:00,38,2,38
29APR12:00,37,2,38
29APR13:00,38,2,38
29APR14:00,38,2,38
29APR15:00,43,2,42
29APR16:00,49,19,46
29APR17:00,52,43,50
29APR18:00,52,44,50
29APR19:00,52,45,50
29APR20:00,52,45,50
29APR21:00,52,45,50
29APR22:00,52,45,50
29APR23:00,52,45,50
30APR00:00,52,45,50
30APR01:00,52,45,50
30APR02:00,52,46,50
30APR03:00,52,46,50
30APR04:00,52,46,50
30APR05:00,52,46,50
30APR06:00,52,46,47
30APR07:00,51,44,44
30APR08:00,42,41,38
30APR09:00,39,34,37
30APR10:00,39,34,37
30APR11:00,39,34,37
30APR12:00,39,34,37
30APR13:00,39,34,37
30APR14:00,39,34,37
30APR15:00,47,43,39
30APR16:00,51,45,45
30APR17:00,52,47,50
30APR18:00,52,47,50
30APR19:00,52,47,50
30APR20:00,52,47,50
30APR21:00,52,47,50
30APR22:00,52,46,50
30APR23:00,52,46,50
01MAY00:00,58,48,50
01MAY01:00,58,48,50
01MAY02:00,58,48,50
01MAY03:00,58,49,50
01MAY04:00,58,49,50
01MAY05:00,58,49,50
01MAY06:00,56,48,47
01MAY07:00,43,47,38
01MAY08:00,1,39,6
01MAY09:00,0,36,1
01MAY10:00,0,36,1
01MAY11:00,0,36,1
01MAY12:00,0,36,1
01MAY13:00,0,36,1
01MAY14:00,0,37,1
01MAY15:00,2,46,6
01MAY16:00,43,48,38
01MAY17:00,56,48,48
01MAY18:00,58,48,50
01MAY19:00,58,48,50
01MAY20:00,58,48,50
01MAY21:00,58,48,50
01MAY22:00,57,48,49
01MAY23:00,57,48,49
02MAY00:00,58,48,50
02MAY01:00,58,48,50
02MAY02:00,58,48,50
02MAY03:00,58,48,50
02MAY04:00,58,48,50
02MAY05:00,58,48,50
02MAY06:00,58,47,50
02MAY07:00,56,37,43
02MAY08:00,42,5,36
02MAY09:00,9,1,32
02MAY10:00,9,1,32
02MAY11:00,9,1,32
02MAY12:00,9,1,32
02MAY13:00,9,1,32
02MAY14:00,25,1,33
02MAY15:00,49,4,40
02MAY16:00,58,40,49
02MAY17:00,70,47,53
02MAY18:00,72,48,53
02MAY19:00,72,48,53
02MAY20:00,72,48,53
02MAY21:00,72,48,53
02MAY22:00,70,48,53
02MAY23:00,70,48,53
03MAY00:00,72,48,53
03MAY01:00,72,48,53
03MAY02:00,72,48,53
03MAY03:00,72,48,53
03MAY04:00,73,48,53
03MAY05:00,72,48,53
03MAY06:00,63,48,51
03MAY07:00,58,46,42
03MAY08:00,41,36,36
03MAY09:00,6,26,32
03MAY10:00,6,26,32
03MAY11:00,6,26,32
03MAY12:00,6,26,32
03MAY13:00,6,26,32
03MAY14:00,6,31,33
03MAY15:00,34,46,37
03MAY16:00,37,48,39
03MAY17:00,46,59,42
03MAY18:00,47,59,43
03MAY19:00,48,59,43
03MAY20:00,47,59,42
03MAY21:00,46,59,42
03MAY22:00,46,59,41
03MAY23:00,46,59,41
04MAY00:00,46,59,41
04MAY01:00,46,59,41
04MAY02:00,46,59,41
04MAY03:00,46,59,41
04MAY04:00,46,60,41
04MAY05:00,46,59,40
04MAY06:00,42,57,36
04MAY07:00,5,47,31
04MAY08:00,1,38,2
04MAY09:00,1,26,1
04MAY10:00,1,26,1
04MAY11:00,1,26,1
04MAY12:00,1,26,1
04MAY13:00,1,26,1
04MAY14:00,1,27,1
04MAY15:00,1,40,1
04MAY16:00,2,41,5
04MAY17:00,2,43,34
04MAY18:00,5,45,35
04MAY19:00,5,45,35
04MAY20:00,5,43,35
04MAY21:00,5,43,35
04MAY22:00,3,43,35
04MAY23:00,2,43,35
05MAY00:00,3,43,44
05MAY01:00,2,43,44
05MAY02:00,2,43,44
05MAY03:00,2,43,40
05MAY04:00,2,43,3
05MAY05:00,2,43,3
05MAY06:00,1,39,2
05MAY07:00,1,22,1
05MAY08:00,0,2,1
05MAY09:00,0,1,1
05MAY10:00,0,1,1
05MAY11:00,0,1,1
05MAY12:00,0,1,1
05MAY13:00,0,1,1
05MAY14:00,0,1,1
05MAY15:00,0,1,1
05MAY16:00,1,2,1
05MAY17:00,1,30,3
05MAY18:00,1,30,3
05MAY19:00,1,30,3
05MAY20:00,1,30,3
05MAY21:00,1,30,3
05MAY22:00,1,30,3
05MAY23:00,1,30,2
06MAY00:00,1,3,1
06MAY01:00,1,3,1
06MAY02:00,0,3,1
06MAY03:00,0,3,1
06MAY04:00,0,3,1
06MAY05:00,0,2,1
06MAY06:00,0,1,1
06MAY07:00,0,1,1
06MAY08:00,0,1,0
06MAY09:00,0,1,0
06MAY10:00,0,1,0
06MAY11:00,0,1,0
06MAY12:00,0,1,0
06MAY13:00,0,1,0
06MAY14:00,0,1,0
06MAY15:00,0,1,1
06MAY16:00,0,1,1
06MAY17:00,1,2,3
06MAY18:00,2,2,3
06MAY19:00,2,2,3
06MAY20:00,2,2,3
06MAY21:00,2,2,3
06MAY22:00,2,2,3
06MAY23:00,2,1,3
07MAY00:00,2,1,3
07MAY01:00,2,1,3
07MAY02:00,2,1,3
07MAY03:00,2,1,3
07MAY04:00,2,1,3
07MAY05:00,2,1,3
07MAY06:00,2,1,3
07MAY07:00,1,0,1
07MAY08:00,0,0,1
07MAY09:00,0,0,1
07MAY10:00,0,0,1
07MAY11:00,0,0,1
07MAY12:00,0,0,1
07MAY13:00,0,0,1
07MAY14:00,0,0,1
07MAY15:00,1,0,1
07MAY16:00,8,1,4
07MAY17:00,43,1,48
07MAY18:00,51,2,49
07MAY19:00,55,2,49
07MAY20:00,45,2,48
