id;scenario;process;parameter;sector;category;specification;new;groups;input_groups;output_groups;year;unit;value
82;f_tra_tokio;electricity_market_sink;costs_variable;electricity;market;[];0;;;;2056;MEUR/a;0.0
83;f_tra_tokio;electricity_market_sink;flow_volume;electricity;market;[];0;;;['sec_elec'];2056;GWh;23308.046776368716
84;f_tra_tokio;electricity_market_sink;capacity_inst;electricity;market;[];0;;;;2063;GW;0.0
85;f_tra_tokio;electricity_market_sink;capacity_new;electricity;market;[];0;;;;2063;GW;0.0
86;f_tra_tokio;electricity_market_sink;costs_investment;electricity;market;[];0;;;;2063;MEUR/a;0.0
87;f_tra_tokio;electricity_market_sink;costs_fixed;electricity;market;[];0;;;;2063;MEUR/a;0.0
88;f_tra_tokio;electricity_market_sink;costs_variable;electricity;market;[];0;;;;2063;MEUR/a;0.0
89;f_tra_tokio;electricity_market_sink;flow_volume;electricity;market;[];0;;;['sec_elec'];2063;GWh;18488.087312845782
90;f_tra_tokio;electricity_market_sink;capacity_inst;electricity;market;[];0;;;;2070;GW;0.0
91;f_tra_tokio;electricity_market_sink;capacity_new;electricity;market;[];0;;;;2070;GW;0.0
92;f_tra_tokio;electricity_market_sink;costs_investment;electricity;market;[];0;;;;2070;MEUR/a;0.0
93;f_tra_tokio;electricity_market_sink;costs_fixed;electricity;market;[];0;;;;2070;MEUR/a;0.0
94;f_tra_tokio;electricity_market_sink;costs_variable;electricity;market;[];0;;;;2070;MEUR/a;0.0
95;f_tra_tokio;electricity_market_sink;flow_volume;electricity;market;[];0;;;['sec_elec'];2070;GWh;21960.332994199605
96;f_tra_tokio;x2x_import_ammonia;capacity_inst;x2x;import;[];0;;;;2021;GW;0.0
97;f_tra_tokio;x2x_import_ammonia;capacity_new;x2x;import;[];0;;;;2021;GW;0.0
98;f_tra_tokio;x2x_import_ammonia;costs_investment;x2x;import;[];0;;;;2021;MEUR/a;0.0
99;f_tra_tokio;x2x_import_ammonia;costs_fixed;x2x;import;[];0;;;;2021;MEUR/a;0.0
100;f_tra_tokio;x2x_import_ammonia;costs_variable;x2x;import;[];0;;;;2021;MEUR/a;0.0
101;f_tra_tokio;x2x_import_ammonia;flow_volume;x2x;import;[];0;;;['sec_ammonia_orig'];2021;GWh;0.0
102;f_tra_tokio;x2x_import_ammonia;capacity_inst;x2x;import;[];0;;;;2028;GW;0.0
103;f_tra_tokio;x2x_import_ammonia;capacity_new;x2x;import;[];0;;;;2028;GW;0.0
104;f_tra_tokio;x2x_import_ammonia;costs_investment;x2x;import;[];0;;;;2028;MEUR/a;0.0
105;f_tra_tokio;x2x_import_ammonia;costs_fixed;x2x;import;[];0;;;;2028;MEUR/a;0.0
106;f_tra_tokio;x2x_import_ammonia;costs_variable;x2x;import;[];0;;;;2028;MEUR/a;0.0
107;f_tra_tokio;x2x_import_ammonia;flow_volume;x2x;import;[];0;;;['sec_ammonia_orig'];2028;GWh;0.0
108;f_tra_tokio;x2x_import_ammonia;capacity_inst;x2x;import;[];0;;;;2035;GW;0.0
109;f_tra_tokio;x2x_import_ammonia;capacity_new;x2x;import;[];0;;;;2035;GW;0.0
110;f_tra_tokio;x2x_import_ammonia;costs_investment;x2x;import;[];0;;;;2035;MEUR/a;0.0
111;f_tra_tokio;x2x_import_ammonia;costs_fixed;x2x;import;[];0;;;;2035;MEUR/a;0.0
112;f_tra_tokio;x2x_import_ammonia;costs_variable;x2x;import;[];0;;;;2035;MEUR/a;0.0
113;f_tra_tokio;x2x_import_ammonia;flow_volume;x2x;import;[];0;;;['sec_ammonia_orig'];2035;GWh;0.0
114;f_tra_tokio;x2x_import_ammonia;capacity_inst;x2x;import;[];0;;;;2042;GW;0.0
115;f_tra_tokio;x2x_import_ammonia;capacity_new;x2x;import;[];0;;;;2042;GW;0.0
116;f_tra_tokio;x2x_import_ammonia;costs_investment;x2x;import;[];0;;;;2042;MEUR/a;0.0
117;f_tra_tokio;x2x_import_ammonia;costs_fixed;x2x;import;[];0;;;;2042;MEUR/a;0.0
118;f_tra_tokio;x2x_import_ammonia;costs_variable;x2x;import;[];0;;;;2042;MEUR/a;0.0
119;f_tra_tokio;x2x_import_ammonia;flow_volume;x2x;import;[];0;;;['sec_ammonia_orig'];2042;GWh;0.0
120;f_tra_tokio;x2x_import_ammonia;capacity_inst;x2x;import;[];0;;;;2049;GW;0.0
121;f_tra_tokio;x2x_import_ammonia;capacity_new;x2x;import;[];0;;;;2049;GW;0.0
122;f_tra_tokio;x2x_import_ammonia;costs_investment;x2x;import;[];0;;;;2049;MEUR/a;0.0
123;f_tra_tokio;x2x_import_ammonia;costs_fixed;x2x;import;[];0;;;;2049;MEUR/a;0.0
124;f_tra_tokio;x2x_import_ammonia;costs_variable;x2x;import;[];0;;;;2049;MEUR/a;0.0
125;f_tra_tokio;x2x_import_ammonia;flow_volume;x2x;import;[];0;;;['sec_ammonia_orig'];2049;GWh;0.0
126;f_tra_tokio;x2x_import_ammonia;capacity_inst;x2x;import;[];0;;;;2056;GW;0.0
127;f_tra_tokio;x2x_import_ammonia;capacity_new;x2x;import;[];0;;;;2056;GW;0.0
128;f_tra_tokio;x2x_import_ammonia;costs_investment;x2x;import;[];0;;;;2056;MEUR/a;0.0
129;f_tra_tokio;x2x_import_ammonia;costs_fixed;x2x;import;[];0;;;;2056;MEUR/a;0.0
